BusDesc,B1_BUSINESS_NAME,B1_FULL_ADDRESS,Business Detailed Data
RENTAL PROPERTY,JANGMI LLC,2327 TELEGRAPH AVE,
COMMERCIAL WAREHOUSE,SMITH & WALTERS INC,1221 EIGHTH ST,
RENT & MANAGE REAL ESTATE,DOMINGO PROPERTY MANAGEMENT INC,2171 ALLSTON Way,
SEWER LATERAL REPAIR,SEWER WORKS INC,0 VARIOUS,
HVAC SERVICES,BV MECHANICAL SERVICES LLC,0 VARIOUS,
SACRED SITES RESEARCH,SACRED SITES INTERNATIONAL FOUNDATION,1442 WALNUT ST,
LANDSCAPE,TRAN GARDEN,0 VARIOUS,
COMMERCIAL RENTAL,PRINCE CLAREMONT LLC,3032 CLAREMONT Ave,
REAL ESTATE SERVICES,KORMAN & NG REAL ESTATE SERVICES,898 THE ALAMEDA,
ENGINEERING CONSULTING,CONSTRUCTION TESTING SERVICES,0 VARIOUS,
RES. RENTAL - 6 UNITS,PEZUA-NISHANIAN LIVING TRUST,1523 FAIRVIEW St,
RENTAL PROPERTY,ADABI HOSSEIN & NOUSHIN,2636 WARRING ST,
HOME HEALTH SERVICES,DEVELOPING LITTLE CHAMPIONS THERAPY,1326 QUEENS Rd,
LOW INCOME HOUSING,UA HOMES LP,1040 UNIVERSITY AVE,
CHECK CASHING SERVICES,ACE CASH EXPRESS,2005 SAN PABLO Ave,
BOBA TEA CAFE,ONEMILKTEABERKELEY LLC,1343 M L KING JR Way,
"RES. 27 UNITS, 1 COMM",STERLING BERKELEY ADDISON LP,2002 ADDISON St,
INSTALL PLAYGROUND EQUIP,PLAYCORE WISCONSIN INC,0 VARIOUS,
RENTAL - 4 UNITS,2329 PARKER LLC,2329 PARKER St,
RES. RENTAL (U1),ESLAMI A ALI,2444 CARLETON St,
HANDYMAN,MI BUILDERS,1645 DWIGHT Way,
RELIGIOUS ORGANIZATION,RESCUE HEARTS AND MINDS MINISTRY,0 VARIOUS,
DRYCLEANERS,ARLENE'S CLEANERS,2986 COLLEGE Ave,
RENTAL APARTMENT,BERKELEY SEQUOIA ASSET MANAGEMENT LLC,2005 BERKELEY Way,
PAVING & WALLS,SYSTEM PAVERS,0 VARIOUS,
LEGAL SERVICES,LAW OFFICE OF ANN R DANFORTH,560 SPRUCE St,
SECURITY CONTRACTOR,ELECTRONIC INNOVATIONS INC,0 VARIOUS,
WEDDING PLANNER,COCOBE'S,0 VARIOUS,
GENERAL BUILDING CONTRACTOR,ADVANCE CONSTRUCTION TECHNOLOGY INC,0 VARIOUS,
ELECTRICAL CONTRACTOR,SUTORIK & COMPANY,0 VARIOUS,
HOBBY SHOP,BOSS ROBOT HOBBY,2619 ASHBY Ave,
PSYCHOTHERAPIST,RUBIN JANE PH.D,2434 MILVIA ST,
RES. RENTAL - 4 UNITS,CHEN ELLEN & TAO,2935 M L KING JR Way,
FIRE SPRINKLER INSTALL,AVM FIRE PROTECTION,0 VARIOUS,
RENTAL PROPERTY-3 UNITS,AMERICAN PRODUCE COMPANY INC,1825 BERKELEY Way,
RESIDENTIAL APARTMENTS,ALLSTON HOUSE ASSOCIATES LP,2121 SEVENTH ST,
PLUMBING CONTRACTOR,JOE KOCHER PLUMBING INC,0 VARIOUS,
ANSWERING SERVICE,DIRECT LINE,2847 SHATTUCK AVE,
YOUTH SOCCER TRAINING,AMERICAN YOUTH SOCCER ORGANIZATION,0 VARIOUS,
PSYCHOTHERAPY,DAVID J FRANKEL PHD,2000 HEARST Ave,
FULL SERVICE RESTAURANT,THE BUTCHER'S SON,1954 UNIVERSITY Ave,
DIST OF AIR MONITOR,SKC-WEST INC,0 VARIOUS,
RES. RENTAL - 8 UNITS,KIDRON YOCHAI & LIORA,1619 JOSEPHINE ST,
DENTAL PRACTICE,MIRHADI NOOSHAN DDS,2999 REGENT St,
HUMAN SAFETY SKILLS TRAINING,PAVE PREVENTION INC,0 VARIOUS,
BOILER INSTALL & SVC,SAN JOSE BOILER WORKS INC,0 VARIOUS,
UPHOLSTERY FURNITURE,GIOCOMO FURNITURE,2423 FOURTH ST,
PHOTOGRAPHER,PRICHARD PHOTOGRAPHY,1806 BLAKE ST,
FURNITURE STORE/RETAIL,VIKING TRADER LLC,2585 SHATTUCK AVE,
PSYCHOTHERAPY PRACTICE,JENNIFER P PAYNE MFT,2127 ASHBY AVE,
RESIDENTIAL RENTAL - 27 UNITS,LANDIS FAMILY LLC,2525 DURANT Ave,
RES. RENTAL-1 UNIT (U1),VINCENT & GERST LLC,2777 NINTH St,
CONSTRUCTION,O'BRIEN STEEL ERECTORS,0 VARIOUS,
RES. RENTAL - 3 UNITS,"WU, ZHENG",1813 SACRAMENTO St,
CONSULTANT,TSACONAS HELLA,1625 SCENIC AVE,
FLOORING CONTRACTOR,ANDERSON CARPET,0 VARIOUS,
"EDUCATION MANAGEMENT-ENRICHMENT, AFTER SCHOOL PROGRAMS",ELECTIVITY LLC,0 VARIOUS,
MECHANICAL CONTRACTOR,SELECT MECHANICAL,0 VARIOUS,
COMMERCIAL RENTAL,HAGGARD & BARBACCIA,2619 SAN PABLO AVE,
RES. RENTAL-2 UNITS (U1),BELA REAL ESTATE HOLDING LLC,2510 WARRING St,
TELECOM PROVIDER,ASSURANCE WIRELESS,0 VARIOUS,
EDUCATIONAL THERAPIST,CASADO MELISSA,2576 SHATTUCK AVE,
"DESIGN,WRITE, PRINT-ON-DEMAND ITEMS ONLINE",PLANKTONPUNKT DESIGNS,2818 TELEGRAPH Ave,
RESIDENTIAL & COMM CONCRETE,AGS CONCRETE,0 VARIOUS,
YOGA INTRUCTION,LAHRS VIVIANA,1728 CURTIS St,
SHEET METAL INSTALLATION,WEST COAST ASM,0 VARIOUS,
COMMERCIAL RENTAL,VALENTINE WAYNE,2979 SACRAMENTO St,
MEDICAL TRANSPORTATION,NORCAL AMBULANCE,0 VARIOUS,
RENTAL PROPERTY,RATNER ARTHUR,2849 SAN PABLO Ave,
BEAUTY SALON,HAIR,1772 SOLANO AVE,
MANAGEMENT CONSULTING,CRANE MICHAEL A,1061 MARIPOSA AVE,
TAQUERIA/RESTAURANT,TAQUERIA SOL,1335 SAN PABLO Ave,
BARBERSHOP/STYLIST,BARBER JAZZ,2992 ADELINE St,
RESTAURANT,NASH CAFE,2047 UNIVERSITY Ave,
YOGA STUDIO,THE YOGA ROOM,2530 SAN PABLO AVE,
CUSTOM-BUILT GAMES,GAME ON,1235 TENTH St,
RES. RENTAL 10 UNITS,HOFFMAN BLOSSOM,2288 FULTON St,
PARKING CONSULTATION FIRM,DIXON RESOURCES UNLIMITED,0 VARIOUS,
BUSINESS MACHINES,IBM-BUSINESS LIC TAX DEPT,0 VARIOUS,
GENERAL CONTRACTOR,HABITAT FOR HUMANITY EAST BAY/SILICON VALLEY INC,0 VARIOUS,
RES. RENTAL - 5 UNITS,HAMBLY SCOTT & KATHRYN E,2620 BENVENUE AVE,
MEDIA & COMMUNICATIONS CONSULTING,BERTON MEDIA LLC,0 VARIOUS,
GENERAL CONTRACTOR,MIKE MITSCHANG GEN CONTRACTOR,2320 STUART ST,
COMMERCIAL RENTAL,K T PROPERTY,2029 UNIVERSITY AVE,
GENERAL CONSTRUCTION,JMV CONSTRUCTION INC,0 VARIOUS,
PRE SCHOOL FOR DISABLED,ALA COSTA CENTER,1300 ROSE ST,
BEVERAGE-FAST FOOD,WOW WOW HAWAIIAN LEMONADE BERKELEY,2332 TELEGRAPH Ave,
RES. RENTAL - 4 UNITS,GEORGE ANGELA & NATHAN,2430 FULTON St,
RES. RENTAL-4 UNITS,WEI ANTHONY,1632 OREGON ST,
BOARDING HOUSE/CARE HOME,ANGELEON CARE HOME,2124 ASHBY AVE,
GENERATOR REPAIR,VALLEY POWER SYSTEMS NORTH INC,0 VARIOUS,
RENTAL PROPERTY/4 UNITS,PELLEGRIN MICHELLE R,2535 HILLEGASS AVE,
RENTAL PROPERTIES 8 UNITS,LEE KEITH & LOU ELAINE,2022 VIRGINIA ST,
WINDOW COVERINGS,MARSH INTERIORS,0 VARIOUS,
RES. RENTAL - 4 UNITS,HANDIS THERESA,1142 ALLSTON WAY,
GENERAL CONSTRUCTION,UC HAULERS,0 VARIOUS,
ADVERTISING & MARKETING,CITIZEN GROUP,2222 HAROLD Way,
ARCHITECTURE,MONTGOMERY DENISE HALL,1769 ALCATRAZ Ave,
PLUMBING CONTRACTOR,A1 PHOENIX PLUMBING INC,0 VARIOUS,
PAINTING CONTRACTOR,DIMETRIUS PAINTING II INC,0 VARIOUS,
TOUR GUIDE,VICTORY TOURS AND TRANSPORTATION,1215 UNIVERSITY Ave,
"BUSINESS, PROF. SERVICES",BRIAN D'EMILIO LLC,2456 HILGARD AVE,
PHYSICIAN,ZIM ALYOSHA MD,3031 TELEGRAPH AVE,
"SELLING DIGITAL GOOD & SERVICES INCLUDING WEB DESIGN, ART & MUSIC",KIRA ADAMS CREATIVE LLC,1629 BLAKE St,
COMMERCIAL RENTAL,EGAN VELDA L,2616 EIGHTH ST,
SELLING PREPACKAGED JAPANESE MILK BREAD W/HIGH QUALITY INGREDIENTS AT FARMERS MARKET,MILK CLOUD BAKERY,0 VARIOUS,
THERAPY,JOHAL ABIGAIL PSYD,2340 WARD St,
DENTIST OFFICE,"YIP PENELOPE S, DDS",3017 TELEGRAPH AVE,
LANDSCAPE ARCHTECTURE,JOHN NORTHMORE ROBERTS & ASSOCIATES INC,2927 NEWBURY St,
CLAY & OTHER ART WORKSHOPS/CLASSES,PISCOLA MAMI,0 VARIOUS,
DOORS GATES CONTRACTOR,AUTOMATED SERVICES & PRODUCTS,0 VARIOUS,
"RESEARCH, ADVOCACY & EDUCATION",PESTICIDE ACTION NETWORK NORTH AMERICA,2029 UNIVERSITY Ave,
WORK-EXPERIENCE PROGRAM,DOWNTOWN STREETS INC,0 VARIOUS,
COMMERCIAL RENTAL,EAST BAY MANAGEMENT GROUP LLC,2435 WEBSTER St,
STRUCTURED CABLING SERVICES,DATA KABLE TECHNOLOGY INC,0 VARIOUS,
SALSA MUSIC PRESENTER,AGUSTIN LUNA PRESENTS,1717 BLAKE St,
RENTAL PROPERTY-6 UNITS,XUE YING/ZHENG WEIMIN,1420 NINTH ST,
GENERAL CONTRACTOR,AEGIS FIRE SYSTEMS INC,0 VARIOUS,
HAIR CARE,UNIVERSITY HAIR CARE,1444 UNIVERSITY AVE,
LANDSCAPE ARCHITECTURE,PGA DESIGN INC,0 VARIOUS,
COMMERCIAL RENTAL,WANDER ROBERT H & INGRID,2235 MILVIA ST,
ROOFING AND ELECTRICAL,ROOFING AND ELECTRICAL,0 VARIOUS,
AUTO SALES,WEATHERFORD BMW (AUTO SALES),735 ASHBY AVE,
GENERAL CONTRACTOR,CHRISTOPHER POLK DESIGN BUILD,1417 JOSEPHINE ST,
COMMERCIAL RENTAL,SMITH MARILYN A,2843 SAN PABLO AVE,
COMMERCIAL RENTAL,CAMELIAN INTERESTS LLC,814 CAMELIA ST,
COMMERCIAL RENTAL,IWASAKI NOBUKAZU & MINORI,1633 SAN PABLO AVE,
RESTAURANT,HANA JAPAN STEAKHOUSE,235 UNIVERSITY AVE,
COMMERCIAL RENTAL PROPERTY,PELLEGRINI RICHARD,2051 ASHBY AVE,
NURSING HOME,KYAKAMEENA,2131 CARLETON ST,
COMMERCIAL RENTAL,NASEEF MUSLEH & LEILA,2995 SAN PABLO AVE,
CONSTRUCTION,CHANA CONSTRUCTION,0 VARIOUS,
RES. RENTAL - 4 UNITS,GORDON MICHAEL/SHERIN,1818 DERBY ST,
RENTAL PROPERTY - 4 UNITS,MUSSEN JAMES,1817 ROSE St,
COFFEE BEANS & GOODS,COFFEE SOCIETY LLC,2322 FIFTH St,
RENTAL PROPERTY/3 UNITS,YU KENNY & SHARON,1344 BERKELEY WAY,
PAPER DISTRIBUTOR,VERITIV OPERATING COMPANY,0 VARIOUS,
GENERAL CONTRACTOR - RES,GAXL GENERAL CONSTRUCTION,0 VARIOUS,
RENTAL PROPERTY,HICKMAN LAWRENCE M,1807 PRINCE ST,
JANITORIAL SERVICES,RSD CLEANING,1910 OXFORD St,
COMMERCIAL WAREHOUSE (94),TRI CITY INVESTMENTS INC,1235 FOURTH ST,
RENTAL PROPERTY,ORENA LLC,1804 SIXTY-SECOND St,
CONSTRUCTION,JZC CONSTRUCTION INC,0 VARIOUS,
LIFE SCIENCES - RES & DEV,O N DIAGNOSTICS LLC,1936 UNIVERSITY Ave,
RENTAL PROPERTY,MILANO RUGGERO,2500 TELEGRAPH AVE,
ELECTRICAL CONTRACTOR,IDEAL ELECTRIC,0 VARIOUS,
TEACHING COMMUNICATION SKILLS,HUANG LILY J,1641 FRANCISCO St,
COMMERCIAL RENTAL,BERKELEY DESIGN CENTER,3195 ADELINE ST,
MEDICAL TRANSPORTATION,WHEELCARE EXPRESS INC,0 VARIOUS,
RES. RENTAL - 6 UNITS,ZAMANIAN CLAUDE,1640 FRANCISCO ST,
CONSULTING SERVICES,OFFICE OF ELLEN MORRISON,1406 SAN PABLO Ave,
RES. RENTAL - 9 UNITS,2540 REGENT STREET LLC,2540 REGENT ST,
RES. RENTAL - 5 UNITS,YAMAGATA ARTHUR I/A Y,1735 CARLETON ST,
TELEHEALTH THERAPY,NEVO RONNY,2071 ADDISON St,
CONSTRUCTION,BAY HOME REMODELING,0 VARIOUS,
TREE PRUNING,LIMB KING,1829 SIXTY-SECOND St,
RESTAURANT,TIVOLI CAFFE LLC,2554 BANCROFT WAY,
FROZEN YOGURT-RETAIL,YOGURT PARK INC,2433 DURANT AVE,
IRRIGATION DESIGN/CONSULT,RUSSELL D MITCHELL & ASSOCIATES INC,0 VARIOUS,
VIDEO PRODUCTION,REEL STRATEGY,2940 CLAREMONT Ave,
HAIRSTYLIST,LUSTRE A SALON,896 THE ALAMEDA,
TREE & LANDSCAPING SVC,GREEN TERRA TREE & LANDSCAPE,0 VARIOUS,
PHOTOGRAPHY & MEDIA,ADAM PHOTOGRAPHY & MEDIA RELAT,2904 HARPER ST,
COTTAGE FOOD BUSINESS,MOODITUDE FOODS LLC,1637 POSEN Ave,
GENERAL CONTRACTOR,ACCENT BUILDING RESTORATION INC,0 VARIOUS,
GENERAL CONSTRUCTION,ALL STAR GENERAL CONTRACTOR,0 VARIOUS,
RES. RENTAL - 6 UNITS,WONG WING K/DE LAM KIT C,2630 M L KING JR WAY,
CLINICAL LAB DRAW STATION,UNILAB CORPORATION DBA QUEST DIAGNOSTICS,2999 REGENT St,
FAST FOOD RESTAURANT,PANDA EXPRESS #3487,2580 BANCROFT Way,
GEOTECHNICAL ENGINEERING,MURRAY ENGINEERS INC,0 VARIOUS,
RELIGIOUS/CHARITY,MCGEE AVENUE BAPTIST CHURCH OF BERKELEY,1640 STUART St,
MENTAL HEALTH REFERRAL,RESTORATION FIRST RESPONDER NETWORK LLC,0 VARIOUS,
TAILORING,ADVANCED EUROPEAN TAILORING,2808 ADELINE St,
GENERAL CONTRACTOR,RAISIG CONSTRUCTION,0 VARIOUS,
BROKERAGE FIRM,CHARLES SCHWAB & CO INC,1995 UNIVERSITY AVE,
FINANCIAL CONSULTING,MSCI/BARRA INC,2100 MILVIA ST,
GENERAL CONTRACTOR,AKD HOMES INC,0 VARIOUS,
REC. YOUTH SOCCER CLUB,EL CERRITO SOCCER CLUB,0 VARIOUS,
RENTAL PROPERTY/3 UNITS,"KIDRON, YOCHAI",2215 JEFFERSON AVE,
"SPEAKER,WRITER,PRODUCER",WILD TREES LLC,0 VARIOUS,
GRAPHIC DESIGN,DESIGN SITE,1984 BONITA AVE,
ELECTRICAL CONTRACTOR,R M C ELECTRIC,0 VARIOUS,
COMMERCIAL RENTAL,CHING LAWRENCE & BETTY,1409 M L KING JR WAY,
RES. RENTAL - 4 UNITS,MCPHILLIPS BERNARD/NELSON LISA,1151 OXFORD ST,
GARDEN MAINTENANCE,BUCKAROO GARDENING,0 VARIOUS,
REAL ESTATE DEVELOPMENT,CREATIVE DEVELOPMENT PARTNERS,0 VARIOUS,
MAIL ORDER,HOFFMAN PAUL C,0 VARIOUS,
PSYCHOLOGIST,BERGER ANNA,822 DELAWARE ST,
SCAFFOLDING,UNIQUE SCAFFOLD,0 VARIOUS,
ENGINEERING,BASELINE ENGINEERING,0 VARIOUS,
MEXICAN FOOD PRODUCTS,MARQUEZ BROTHERS INTERNATIONAL INC,0 VARIOUS,
FLORAL HOME BUSINESS,BLUMA- THE ARTFUL BOTANIC,2827 PALM Ct,
PROJECT MANAGEMENT SVCS,TURNER AND TOWNSEND PJM US LLC,0 VARIOUS,
COMMERCIAL RENTAL STORE 2,WONG HENRY F,1463 SHATTUCK AVE,
GENERAL CONTRACTOR,FERARU & ASSOCIATES,0 VARIOUS,
"DANCE & INTERDISCIPLINARY ARTS EDUCATION, PERFORMANCE OPPORTUNITIES,",SENSE OBJECT,1970 CHESTNUT St,
ROOFING & FLOORING,CENTIMARK CORP,0 VARIOUS,
ENVIRONMENTAL CONSULTING,FIRSTCARBON SOLUTIONS INC,0 VARIOUS,
RENTAL PROPERTY,SZETO KWONG W,1116 BLAKE ST,
COMMERCIAL RENTAL,BENNETT SUSAN L,2905 COLLEGE AVE,
"RESEARCH, WRITING, REPORTING & EDITING",YEUNG INVESTIGATIONS LLC,2481 HEARST Ave,
BOOK SELLER - MAIL ORDER,MUNS J B BOOKS,1162 SHATTUCK AVE,
RES. RENTAL-2 UNITS (U1),NORCAL PROPERTIES,1762 SPRUCE ST,
GENERAL OFFICE USE,BEARS WHO CODE LLC,1385 SHATTUCK Ave,
CONSULTING,BETH WAITKUS CONSULTING,2345 WOOLSEY St,
CIVIL ENGINEERING SVCS,MARK THOMAS & COMPANY INC,0 VARIOUS,
ECONOMIC ANALYSIS,"CENTURY URBAN, LLC",0 VARIOUS,
RES. RENTAL - 25 UNITS,A Z ASSOCIATES,1725 SHATTUCK AVE,
SOFTWARE,NEXGEN ASSET MANAGEMENT,0 VARIOUS,
RENTAL PROPERTY,2811 PAM LLC,2811 COLLEGE Ave,
COMMERCIAL RENTAL,2821 SHATTUCK LLC,2821 SHATTUCK Ave,
RESTAURANT,CHOLITA LINDA,2000 KALA BAGAI Way,
LAW OFFICE,FERGUSON & BERLAND,1816 FIFTH ST,
WEB DEVELOPMENT,MALAGA CORP,1700 M L KING JR Way,
ART/DRAFTING SUPPLIES,THE INK STONE,2424 TELEGRAPH Ave,
FAST CASUAL RESTAURANT,VICTUALS LLC,2975 COLLEGE Ave,
PLUMBING,MCLAREN PLUMBING COMPANY,0 VARIOUS,
RENTAL PROPERTY 4 UNITS,NASSERI FAMILY TRUST,2217 NINTH St,
PSYCHOTHERAPY PRACTICE FROM HOME OFFICE VIA VIDEO AND PHONE. NO IN-PERSON MEETINGS.,REA MICAH,1269 ALCATRAZ Ave,
PUBLIC RELATIONS,POUNCE PR,1720 ADDISON ST,
GENERAL CONTRACTOR,AUGUST CONSTRUCTION SOLUTIONS INC,0 VARIOUS,
CONSULTANT,ACKERMAN SARAH,2955 SHATTUCK AVE,
ENGINEERING CONSULTING,LOAR RONALD J P.E.,2315 ROSE ST,
RESIDENTIAL RENTAL,REDSTONE PACIFIC INC,2315 PARKER ST,
TAXI - VEHICLE FOR HIRE,CHECKER CAB,0 VARIOUS,
RES. RENTAL - 4 UNITS,DOSICK DANIEL/GOLDBERG PATRICIA,1833 ADDISON ST,
ELECTRICAL CONTRACTOR,ALLEY ELECTRIC,0 VARIOUS,
RES. RENTAL - 3 UNITS,FONG JACK,2405 MCKINLEY AVE,
THAI RESTAURANT,SWEET BASIL THAI,1736 SOLANO Ave,
RENTAL PROPERTY,KAE PROPERTIES LLC,1335 SHATTUCK AVE,
ERRCS DESIGN & INSTALL,BOBCOMM INC.,0 VARIOUS,
ROOFING CONTRACTOR,ALL N' ALL ROOFING,0 VARIOUS,
CONSTRUCTION - REMODEL,CABRILLO CONSTRUCTION,0 VARIOUS,
GENERAL CONTRACTOR,L P CONSTRUCTION CO INC,0 VARIOUS,
RENTAL (U1),2028 BANCROFT WAY LLC,2028 BANCROFT Way,
PLUMBING,RAZO PLUMBING,0 VARIOUS,
GENERAL CONTRACTOR,FOUR DIMENSION BUILDERS INC,0 VARIOUS,
TELECOM PROVIDER,MINT MOBILE,0 VARIOUS,
PERSONAL TRAINING,JONATHAN INGERSOLL FITNESS,2041 Bancroft Way,
RESIDENTIAL SOLAR CONTRACTOR,SKYLINE SMART ENERGY,0 VARIOUS,
PSYCHOTHERAPY SERVICES,"RENEE TALMON, PSY.D., CLINICAL PSYCHOLOGIST, PC",2000 HEARST Ave,
COMMERCIAL RENTAL,4TH STREET HOLDINGS LLC,1795 FOURTH St,
AUTO REPAIR & TIRE SHOP,YEN'S AUTO SERVICES,1299 SAN PABLO Ave,
ELECTRICAL,COPPER MOUNTAIN ELECTRIC,0 VARIOUS,
RESTAURANT,FATAPPLE'S INC,1346 M L KING JR WAY,
RESIDENTIAL CONSTRUCTION,LAND DESIGN BUILD INC,0 VARIOUS,
RES. RENTAL - 4 UNITS,SCHMIER KENNETH & ERIC,1323 VIRGINIA ST,
CONVENTION PROMOTIONS,NEWMAN MARC,2039 SHATTUCK Ave,
RES. RENTAL - 4 UNITS,HAKAM MOHAMMAD,2600 PIEDMONT AVE,
RENTAL PROPERTY,CHIA WENG SENG,2439 ROOSEVELT Ave,
GROCERY STORE,WHOLE FOODS MARKET CALIFORNIA,3000 TELEGRAPH AVE,
PROVIDE MODULAR OFFICE,PACIFIC MOBILE STRUCTURES INC,0 VARIOUS,
ELECTRICAL & SOLAR,SUN SOLAR ELECTRIC INC,0 VARIOUS,
RES. RENTAL - 6 UNITS,BLAKE STREET PROPERTIES LLC,1711 BLAKE St,
DENTIST,WHITE JAMES THORPE DDS,2235 CHANNING WAY,
"TELECOM CONSTRUCTION, FULFILLMENT, PM",FIOPTIX INC,0 VARIOUS,
ARTIST & PHOTOGRAPHER,DAVIS HAROLD,632 SAN FERNANDO AVE,
RENTAL PROPERTY-8 UNITS,MANMOHAN D & SMITH CYNTHIA,1623 ALCATRAZ AVE,
RENTAL PROPERTY,BEC ASSOCIATES - SUITE ONE,2512 NINTH St,
SEWER & DRAINS,BETTER ROOTER INC,0 VARIOUS,
PSYCHOTHERAPY,GINA HASSAN PHD,1600 SHATTUCK AVE,
ENVIRONMENTAL CONSULTING,JENNIFER KREBS ENVIRONMENTAL PLANNING,878 SPRUCE St,
PSYCHOTHERAPY PRACTICE,KENDRA DUNLAP LMFT,2029 DURANT Ave,
GOV CONSULTING,JUSTICE BENEFITS INC,0 VARIOUS,
ARTIST,DATER JUDY,2430 FIFTH ST,
DOCTORS OFFICE,BASS MEDICAL GROUP,2510 WEBSTER St,
PSYCHOLOGIST,SEIDER KEN PHD,2920 DOMINGO AVE,
RENTAL PROPERTY/ 3 UNITS,DAVIS PERCY & RUBY,1647 ASHBY AVE,
MONTESSORI SCHOOL,AMERICAN INTL MONTESSORI INC,3339 M L KING JR WAY,
COMPUTER PROG SVCS,SALIENT GLOBAL TECHNOLOGIES,0 VARIOUS,
COMMERCIAL RENTAL,MANN PHILLIP V,2246 SAN PABLO Ave,
RETAIL MARKET,MONTEREY FISH MARKET,1582 HOPKINS ST,
COMMERCIAL RENTAL,4TH STREET HOLDINGS LLC,1700 FIFTH St,
PSYCHOLOGICAL EVALS,BAY AREA CENTER FOR IMMIGRATION EVALUATIONS,2421 FOURTH St,
THAI RESTAURANT,BKK THAI CUISINE,1459 UNIVERSITY Ave,
RES. RENTAL - 3 UNITS,DIN IMAM U,2248 DWIGHT WAY,
BEAUTY SALON,L A N BEAUTY SALON,2048 UNIVERSITY AVE,
"DOMESTIC SERVICE RECRUITMENT - PRIVATE CHEFS,ESTATE MANAGERS, NANNIES (100% REMOTE BUSINESS)",SORENSEN STAFFING LLC,1412 SIXTY-SIXTH St,
TELECOMMUNICATIONS PROVIDER,ZAYO GROUP LLC,0 VARIOUS,
SELL MIDDLE EASTERN FOOD/DRINK,KIZER RAND,0 VARIOUS,
RES. RENTAL - 7 UNITS,KORMAN DAVID,2377 VIRGINIA ST,
ROOMING HOUSE,LELAND LENA,610 WOODMONT AVE,
CONCRETE AND ASPHALT RESTORATION,A L B INC,0 VARIOUS,
DAY TREATMENT PROGRAM,OPTIONS RECOVERY SERVICES,1931 CENTER ST,
GENERAL CONTRACTOR,MCCOY INSULATION,0 VARIOUS,
GENERAL CONTRACTOR,GRANT CONSTRUCTION,720 PERALTA AVE,
